       0,   0.450,   2.040
       1,   0.450,   2.038
       2,   0.449,   2.037
       3,   0.449,   2.036
       4,   0.449,   2.035
       5,   0.449,   2.034
       6,   0.448,   2.032
       7,   0.448,   2.032
       8,   0.448,   2.031
       9,   0.448,   2.029
      10,   0.447,   2.028
      11,   0.447,   2.026
      12,   0.447,   2.026
      13,   0.447,   2.025
      14,   0.447,   2.024
      15,   0.446,   2.023
      16,   0.446,   2.021
      17,   0.446,   2.021
      18,   0.445,   2.019
      19,   0.445,   2.018
      20,   0.445,   2.017
      21,   0.445,   2.015
      22,   0.444,   2.014
      23,   0.444,   2.013
      24,   0.444,   2.012
      25,   0.444,   2.011
      26,   0.443,   2.009
      27,   0.443,   2.009
      28,   0.443,   2.008
      29,   0.443,   2.007
      30,   0.442,   2.005
      31,   0.442,   2.004
      32,   0.442,   2.003
      33,   0.442,   2.002
      34,   0.441,   2.001
      35,   0.441,   2.000
      36,   0.441,   1.999
      37,   0.441,   1.998
      38,   0.441,   1.998
      39,   0.440,   1.996
      40,   0.440,   1.995
      41,   0.440,   1.993
      42,   0.440,   1.993
      43,   0.439,   1.992
      44,   0.439,   1.991
      45,   0.439,   1.990
      46,   0.439,   1.988
      47,   0.438,   1.987
      48,   0.438,   1.987
      49,   0.438,   1.985
      50,   0.438,   1.985
      51,   0.438,   1.983
      52,   0.437,   1.981
      53,   0.437,   1.981
      54,   0.437,   1.979
      55,   0.436,   1.978
      56,   0.436,   1.977
      57,   0.436,   1.976
      58,   0.436,   1.975
      59,   0.435,   1.974
      60,   0.435,   1.972
      61,   0.435,   1.971
      62,   0.435,   1.970
      63,   0.435,   1.970
      64,   0.434,   1.968
      65,   0.434,   1.967
      66,   0.434,   1.966
      67,   0.434,   1.965
      68,   0.433,   1.964
      69,   0.433,   1.964
      70,   0.433,   1.963
      71,   0.433,   1.962
      72,   0.432,   1.960
      73,   0.432,   1.959
      74,   0.432,   1.959
      75,   0.432,   1.958
      76,   0.432,   1.956
      77,   0.431,   1.955
      78,   0.431,   1.954
      79,   0.431,   1.953
      80,   0.431,   1.953
      81,   0.431,   1.952
      82,   0.430,   1.950
      83,   0.430,   1.949
      84,   0.430,   1.948
      85,   0.430,   1.947
      86,   0.429,   1.947
      87,   0.429,   1.946
      88,   0.429,   1.944
      89,   0.429,   1.944
      90,   0.429,   1.942
      91,   0.428,   1.942
      92,   0.428,   1.941
      93,   0.428,   1.940
      94,   0.428,   1.939
      95,   0.428,   1.938
      96,   0.427,   1.936
      97,   0.427,   1.936
      98,   0.427,   1.936
      99,   0.427,   1.935
     100,   0.427,   1.933
     101,   0.426,   1.932
     102,   0.426,   1.931
     103,   0.426,   1.931
     104,   0.426,   1.930
     105,   0.425,   1.928
     106,   0.425,   1.927
     107,   0.425,   1.926
     108,   0.425,   1.925
     109,   0.425,   1.925
     110,   0.424,   1.924
     111,   0.424,   1.922
     112,   0.424,   1.921
     113,   0.424,   1.920
     114,   0.424,   1.919
     115,   0.423,   1.919
     116,   0.423,   1.918
     117,   0.423,   1.917
     118,   0.423,   1.916
     119,   0.423,   1.915
     120,   0.422,   1.914
     121,   0.422,   1.914
     122,   0.422,   1.913
     123,   0.422,   1.911
     124,   0.421,   1.910
     125,   0.421,   1.909
     126,   0.421,   1.908
     127,   0.421,   1.908
     128,   0.421,   1.907
     129,   0.421,   1.906
     130,   0.420,   1.905
     131,   0.420,   1.903
     132,   0.420,   1.903
     133,   0.420,   1.902
     134,   0.420,   1.902
     135,   0.419,   1.901
     136,   0.419,   1.900
     137,   0.419,   1.899
     138,   0.419,   1.897
     139,   0.418,   1.897
     140,   0.418,   1.896
     141,   0.418,   1.895
     142,   0.418,   1.894
     143,   0.418,   1.892
     144,   0.418,   1.892
     145,   0.417,   1.891
     146,   0.417,   1.891
     147,   0.417,   1.890
     148,   0.417,   1.888
     149,   0.416,   1.887
     150,   0.416,   1.886
     151,   0.416,   1.885
     152,   0.416,   1.885
     153,   0.416,   1.885
     154,   0.416,   1.884
     155,   0.415,   1.883
     156,   0.415,   1.882
     157,   0.415,   1.880
     158,   0.415,   1.880
     159,   0.415,   1.879
     160,   0.414,   1.878
     161,   0.414,   1.877
     162,   0.414,   1.876
     163,   0.414,   1.875
     164,   0.414,   1.874
     165,   0.413,   1.874
     166,   0.413,   1.873
     167,   0.413,   1.872
     168,   0.413,   1.871
     169,   0.413,   1.870
     170,   0.412,   1.869
     171,   0.412,   1.869
     172,   0.412,   1.868
     173,   0.412,   1.867
     174,   0.412,   1.867
     175,   0.412,   1.866
     176,   0.412,   1.865
     177,   0.411,   1.864
     178,   0.411,   1.863
     179,   0.411,   1.863
     180,   0.411,   1.862
     181,   0.411,   1.861
     182,   0.410,   1.860
     183,   0.410,   1.859
     184,   0.410,   1.858
     185,   0.410,   1.857
     186,   0.410,   1.857
     187,   0.409,   1.856
     188,   0.409,   1.855
     189,   0.409,   1.854
     190,   0.409,   1.853
     191,   0.409,   1.852
     192,   0.409,   1.852
     193,   0.408,   1.851
     194,   0.408,   1.850
     195,   0.408,   1.849
     196,   0.408,   1.848
     197,   0.408,   1.847
     198,   0.407,   1.846
     199,   0.407,   1.846
     200,   0.407,   1.845
     201,   0.407,   1.845
     202,   0.407,   1.844
     203,   0.407,   1.843
     204,   0.406,   1.842
     205,   0.406,   1.841
     206,   0.406,   1.840
